merchant,category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,transaction_year,transaction_month,transaction_day,transaction_hour,age
Block-Hauck,travel,9.89,Hubbell,NE,40.0456,-97.4735,121,Set designer,39.236317,-98.195775,1,2019,2,25,23,23
Cormier LLC,shopping_net,956.7,Hubbell,NE,40.0456,-97.4735,121,Set designer,40.069524,-98.054297,1,2019,2,25,23,23
Kunde-Sanfo,misc_net,741.78,Hubbell,NE,40.0456,-97.4735,121,Set designer,40.446029,-97.471297,1,2019,2,25,23,23
Ortiz Group,grocery_net,10.54,Hubbell,NE,40.0456,-97.4735,121,Set designer,40.078922,-98.097347,1,2019,2,26,0,23
"""Schultz, Simonis and Little""",grocery_pos,307.7,Hubbell,NE,40.0456,-97.4735,121,Set designer,39.201694,-96.933869,1,2019,2,26,1,23
Goodwin-Nitzsche,grocery_pos,328.75,Hubbell,NE,40.0456,-97.4735,121,Set designer,40.552089,-96.848354,1,2019,2,26,1,23
Marks Inc,gas_transport,13.17,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,43.432352,-108.982476,1,2019,3,1,1,33
Cummings LLC,gas_transport,11.74,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.656763,-109.86824,1,2019,3,1,2,33
Labadie LLC,personal_care,19.16,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.084862,-109.537321,1,2019,3,1,23,33
Barrows PLC,shopping_pos,830.06,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.739276,-107.975363,1,2019,3,2,22,33
"""Windler, Goodwin and Kovacek""",home,261.79,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.20423,-109.34123,1,2019,3,2,22,33
Douglas-White,entertainment,594.09,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.468523,-109.687147,1,2019,3,2,23,33
"""Turner, Ziemann and Lehne""",food_dining,130.08,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.869714,-108.879962,1,2019,3,2,23,33
Parker-Kunde,personal_care,20.41,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.132393,-109.69482,1,2019,3,2,23,33
Berge-Hills,kids_pets,19.23,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.995377,-109.128294,1,2019,3,2,23,33
"""Moore, Dibbert and Koepp""",misc_net,626.15,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,37.914098,-90.285022,1,2019,3,4,22,59
Macejkovic-Lesch,shopping_pos,950.42,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.136074,-91.201963,1,2019,3,4,23,59
Collier Inc,grocery_net,9.95,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,37.774315,-90.437294,1,2019,3,5,0,59
Fisher-Schowalte,shopping_net,914.49,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.662236,-90.250241,1,2019,3,5,16,59
Mohr-Baye,shopping_net,1209.7,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.526279,-90.26912,1,2019,3,5,22,59
Ruecker-Mayert,kids_pets,18.69,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.094351,-89.451882,1,2019,3,5,22,59
Bailey-Mo,grocery_pos,292.07,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.558104,-89.516269,1,2019,3,5,23,59
McGlynn-Heathcote,misc_net,733.72,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.564132,-90.515652,1,2019,3,5,23,59
Kemmer-Buckridge,misc_pos,7.52,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.560756,-94.443252,1,2019,3,6,0,32
Boyer PLC,shopping_net,1039.27,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.00688,-93.634885,1,2019,3,6,1,32
Wilkinson PLC,kids_pets,19.58,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.281459,-95.272647,1,2019,3,6,17,32
Dare-Gibson,health_fitness,20.63,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.566084,-94.554631,1,2019,3,6,22,32
Bahringer-Streich,food_dining,118.06,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.816457,-94.222948,1,2019,3,6,22,32
Strosin-Cruickshank,grocery_pos,363.36,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.333238,-94.979839,1,2019,3,7,0,32
"""Roob, Conn and Tremblay""",shopping_pos,738.87,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.599601,-93.835232,1,2019,3,7,0,32
Schuppe-Schuppe,food_dining,120.36,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.153754,-94.791654,1,2019,3,7,1,32
"""Gottlieb, Considine and Schultz""",shopping_net,981.21,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.935839,-93.943521,1,2019,3,7,1,32
Wolf Inc,grocery_pos,316.98,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.166467,-91.19346,1,2019,3,11,0,34
Barton Inc,grocery_pos,280.25,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.876613,-89.844888,1,2019,3,11,2,34
Bogisich Inc,grocery_pos,285.62,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,37.946951,-90.530548,1,2019,3,11,8,34
"""Romaguera, Cruickshank and Greenholt""",shopping_net,826.45,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.369595,-90.519745,1,2019,3,11,23,34
"""Ruecker, Beer and Collie""",shopping_net,946.78,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.61619,-89.761764,1,2019,3,11,23,34
Sawayn PLC,shopping_pos,778.43,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.091935,-90.845828,1,2019,3,11,23,34
Mohr-Baye,shopping_net,933.0,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,37.932265,-90.985545,1,2019,3,12,17,34
Nienow PLC,entertainment,535.49,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,37.58985,-91.219988,1,2019,3,12,22,34
"""Rowe, Batz and Goodwin""",grocery_pos,272.15,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,33.192118,-112.242884,1,2019,3,14,0,79
"""Stroman, Hudson and Erdman""",gas_transport,10.46,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,33.965647,-111.677125,1,2019,3,14,3,79
Kiehn-Emmerich,grocery_pos,305.28,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,32.540641,-112.713779,1,2019,3,14,14,79
Mohr-Baye,shopping_net,902.9,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,33.761519,-111.078275,1,2019,3,14,22,79
Kassulke PLC,shopping_net,951.95,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,33.983716,-112.23348,1,2019,3,14,22,79
Hamill-Daugherty,misc_net,833.02,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,33.641108,-111.547395,1,2019,3,14,23,79
Kunze Inc,grocery_pos,315.44,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,33.805759,-112.218332,1,2019,3,14,23,79
Bailey-Mo,grocery_pos,355.37,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,33.579355,-111.88588,1,2019,3,15,1,79
Cole PLC,grocery_pos,358.01,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",38.028555,-121.606588,1,2019,3,15,1,28
"""Nitzsche, Kessler and Wol""",shopping_pos,858.92,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",36.806604,-121.821534,1,2019,3,15,1,28
Gislason Group,misc_pos,9.0,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",36.889644,-121.648145,1,2019,3,15,3,28
McGlynn-Jaskolski,misc_pos,7.19,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.229158,-122.294453,1,2019,3,15,10,28
Kuhic Inc,grocery_pos,311.53,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.268673,-110.092197,1,2019,3,15,16,38
"""Mosciski, Ziemann and Farrell""",shopping_net,956.38,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.224937,-109.321399,1,2019,3,15,22,38
Hills-Witting,shopping_net,934.88,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.246515,-110.452673,1,2019,3,15,22,38
"""Baumbach, Feeney and Mo""",shopping_net,951.58,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),40.057229,-109.76986,1,2019,3,15,22,38
Doyle Lt,grocery_pos,310.03,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.283249,-110.290484,1,2019,3,15,22,38
Kozey-Boehm,shopping_net,927.82,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),40.523849,-110.92838,1,2019,3,15,22,38
Terry-Huel,shopping_net,870.91,Mesa,AZ,33.4317,-111.8469,478404,Landscape architect,32.775339,-110.871124,1,2019,3,15,22,79
Leffler-Goldne,personal_care,17.81,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",36.968567,-122.762153,1,2019,3,15,22,28
Heathcote LLC,shopping_net,1016.82,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.721338,-109.350232,1,2019,3,15,23,38
Fisher Inc,shopping_net,973.5,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),40.698682,-110.489824,1,2019,3,15,23,38
O'Connell-Ullrich,home,272.25,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",38.05109,-123.033888,1,2019,3,15,23,28
Stark-Batz,entertainment,463.74,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",38.408105,-122.911673,1,2019,3,16,0,28
Medhurst PLC,shopping_net,898.86,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",38.482353,-122.684603,1,2019,3,16,0,28
Rempel Inc,shopping_net,1086.61,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.009217,-122.483321,1,2019,3,16,0,34
Ledner-Pfannerstill,gas_transport,7.52,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.573646,-110.021844,1,2019,3,16,0,38
"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,797.81,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.862909,-123.102163,1,2019,3,16,1,28
Cole PLC,grocery_pos,278.4,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.424347,-109.350023,1,2019,3,16,1,38
Klein Group,entertainment,513.6,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.038019,-121.506241,1,2019,3,16,1,28
Koepp-Parke,grocery_pos,312.3,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.175752,-109.345501,1,2019,3,16,1,38
Fisher-Schowalte,shopping_net,910.76,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.307984,-121.509379,1,2019,3,16,2,28
Friesen-Stamm,gas_transport,7.82,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.528662,-111.115379,1,2019,3,16,3,38
"""Zboncak, Rowe and Murazik""",shopping_net,1050.98,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.487165,-110.332285,1,2019,3,16,21,38
Crooks and Sons,personal_care,23.07,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.440172,-121.930178,1,2019,3,16,22,34
Leffler-Goldne,personal_care,20.68,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.950726,-121.514884,1,2019,3,16,22,34
Block-Hauck,travel,8.98,Napa,CA,38.4549,-122.2564,94014,Airline pilot,39.280663,-121.861572,1,2019,3,16,23,34
"""Reichert, Huels and Hoppe""",shopping_net,1101.74,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.424991,-109.843923,1,2019,3,16,23,38
Kiehn Inc,grocery_pos,381.39,Napa,CA,38.4549,-122.2564,94014,Airline pilot,39.04434,-122.602069,1,2019,3,17,1,34
Kiehn-Emmerich,grocery_pos,348.72,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.029749,-122.067051,1,2019,3,17,9,34
Kiehn Inc,grocery_pos,302.1,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,67.064277,-153.492308,1,2019,3,22,0,23
"""Jenkins, Hauck and Friesen""",gas_transport,8.1,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,66.835174,-154.388882,1,2019,3,22,1,23
Kiehn-Emmerich,grocery_pos,282.17,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,67.397018,-154.118108,1,2019,3,22,1,23
Jacobi and Sons,shopping_pos,1154.81,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,67.441518,-153.653849,1,2019,3,22,18,23
"""Stanton, Jakubowski and Baumbach""",shopping_net,977.1,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,66.115234,-154.790455,1,2019,3,22,22,23
"""Altenwerth, Cartwright and Koss""",shopping_net,1099.67,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,67.510267,-153.069184,1,2019,3,22,22,23
"""Moore, Dibbert and Koepp""",misc_net,805.96,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,66.591565,-153.91991,1,2019,3,22,23,23
"""Greenholt, Jacobi and Gleason""",gas_transport,9.94,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,66.252098,-154.718147,1,2019,3,23,1,23
"""Huel, Hammes and Witting""",grocery_pos,318.37,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,67.188111,-153.78819,1,2019,3,23,3,23
Terry-Huel,shopping_net,1136.04,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,66.180186,-154.53907,1,2019,3,23,22,23
Cormier LLC,shopping_net,973.84,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,66.145366,-154.681121,1,2019,3,23,22,23
Kerluke PLC,misc_net,739.18,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,66.357215,-153.443491,1,2019,3,23,22,23
Erdman-Kertzmann,gas_transport,9.91,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.622535,-118.904343,1,2019,3,24,1,20
Kuvalis Lt,gas_transport,8.78,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",47.496065,-119.832317,1,2019,3,24,1,20
Lockman Lt,grocery_pos,295.16,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",47.584587,-119.288769,1,2019,3,24,1,20
Kunze Inc,grocery_pos,269.76,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",47.288864,-119.560973,1,2019,3,24,2,20
"""Casper, Hand and Zul""",grocery_pos,307.86,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.431451,-118.414755,1,2019,3,24,5,20
Bednar Group,misc_net,1054.8,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.884197,-119.304394,1,2019,3,24,12,20
Pouros-Conroy,shopping_pos,1194.56,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",47.387798,-118.757079,1,2019,3,24,20,20
Pagac LLC,shopping_pos,1256.43,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.943199,-118.590709,1,2019,3,24,23,20
Kris-Weimann,misc_net,708.06,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.399976,-118.784017,1,2019,3,24,23,20
Schmitt Lt,misc_net,757.36,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.57905,-118.658233,1,2019,3,24,23,20
Keeling-Crist,misc_pos,6.33,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.157637,-119.394795,1,2019,3,24,23,20
"""Reilly, Heaney and Cole""",gas_transport,8.45,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,40.446763,-105.314809,1,2019,3,25,0,81
"""Rowe, Batz and Goodwin""",grocery_pos,301.9,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.775604,-118.631265,1,2019,3,25,1,20
Strosin-Cruickshank,grocery_pos,282.54,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.552067,-118.828143,1,2019,3,25,1,20
Schmitt Inc,gas_transport,10.41,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.779283,-94.220913,1,2019,3,25,1,47
Kiehn-Emmerich,grocery_pos,315.55,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,39.35549,-104.188137,1,2019,3,25,3,81
Prohaska-Murray,gas_transport,9.86,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,40.428908,-104.807331,1,2019,3,25,3,81
Harris Inc,gas_transport,7.97,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.206311,-118.320833,1,2019,3,25,3,20
"""Labadie, Treutel and Bode""",shopping_net,955.52,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,38.964884,-94.48916,1,2019,3,25,9,47
Bins-Howell,personal_care,21.96,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.70596,-94.07695,1,2019,3,25,15,47
Mohr-Baye,shopping_net,1162.35,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,40.157469,-103.745416,1,2019,3,25,17,81
Bahringer Group,health_fitness,18.08,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,40.529993,-104.137096,1,2019,3,25,22,81
Heathcote LLC,shopping_net,932.41,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,39.97618,-105.346222,1,2019,3,25,22,81
Fadel-Hilpert,health_fitness,26.13,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.322873,-93.662674,1,2019,3,25,22,47
"""Haley, Batz and Aue""",health_fitness,18.2,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.32552,-92.923807,1,2019,3,25,23,47
Jacobi Inc,health_fitness,19.57,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.012439,-94.173045,1,2019,3,25,23,47
Kuhic LLC,shopping_net,797.05,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,39.335248,-104.862568,1,2019,3,25,23,81
Herman Inc,misc_pos,6.39,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.640454,-118.771347,1,2019,3,25,23,20
"""Koss, Hansen and Lueilwitz""",home,231.12,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.816994,-93.070212,1,2019,3,25,23,47
Altenwerth-Kilback,home,270.28,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.512595,-94.348475,1,2019,3,25,23,47
Ratke and Sons,health_fitness,19.82,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.918832,-94.414317,1,2019,3,25,23,47
Durgan-Aue,misc_net,758.05,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.150604,-93.533641,1,2019,3,26,0,47
Deckow-O'Conne,grocery_pos,316.84,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,40.253749,-105.421264,1,2019,3,26,0,81
Miller-Hauck,grocery_pos,315.96,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,39.723035,-105.285917,1,2019,3,26,1,81
Heller-Langosh,gas_transport,8.12,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.4273,-93.330428,1,2019,3,26,2,47
Parisian and Sons,gas_transport,9.21,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,39.34278,-105.141471,1,2019,3,26,3,81
Murray-Smitham,grocery_pos,289.41,Aurora,CO,39.7656,-104.7069,389246,Industrial/product designer,40.373788,-104.313727,1,2019,3,26,3,81
Beier and Sons,home,236.87,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,38.830508,-93.935056,1,2019,3,26,23,47
Rutherford-Mertz,grocery_pos,336.08,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",39.540778,-98.121694,1,2019,3,27,2,71
"""Kovacek, Dibbert and Ondrick""",grocery_pos,335.02,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",40.051279,-99.18663,1,2019,3,27,22,71
Predovic Inc,shopping_net,1011.94,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",40.896805,-97.782589,1,2019,3,27,23,71
"""Kilback, Nitzsche and Leffle""",travel,7.55,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",39.675498,-98.232851,1,2019,3,27,23,71
"""Gottlieb, Considine and Schultz""",shopping_net,1045.91,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",40.32476,-97.717831,1,2019,3,28,22,71
Cruickshank-Mills,entertainment,621.8,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",39.964514,-98.007375,1,2019,3,28,22,71
Ernser-Lynch,food_dining,98.7,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.956507,-118.702334,1,2019,4,1,0,48
"""Konopelski, Schneider and Hartmann""",food_dining,128.49,Newhall,CA,34.3795,-118.523,34882,Health physicist,35.174848,-118.781514,1,2019,4,1,3,48
Rempel Inc,shopping_net,1038.29,Newhall,CA,34.3795,-118.523,34882,Health physicist,35.160525,-117.540395,1,2019,4,2,1,48
Kerluke PLC,misc_net,910.76,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",41.45075,-124.560402,1,2019,4,9,22,90
Brown PLC,misc_net,697.52,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",40.566166,-123.975972,1,2019,4,9,23,90
Torp-Lemke,misc_pos,49.83,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",40.901787,-124.88738,1,2019,4,9,23,90
"""Streich, Hansen and Veum""",gas_transport,23.02,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",40.250836,-125.183176,1,2019,4,10,0,90
"""Swift, Bradtke and Marquardt""",grocery_net,12.0,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",41.531019,-123.891251,1,2019,4,10,2,90
"""Goldner, Kovacek and Abbott""",grocery_pos,349.7,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",39.998621,-124.646892,1,2019,4,10,2,90
Strosin-Cruickshank,grocery_pos,326.64,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",40.554803,-124.048395,1,2019,4,10,2,90
Bashirian Group,shopping_net,974.95,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",40.154377,-124.538708,1,2019,4,10,12,90
McDermott-Weimann,grocery_pos,337.68,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",41.603454,-124.872206,1,2019,4,10,22,90
Bogisich-Homenick,misc_net,847.19,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",40.315134,-123.581372,1,2019,4,10,23,90
Kilback LLC,grocery_pos,340.41,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",39.754545,-123.495913,1,2019,4,10,23,90
Stoltenberg-Beatty,shopping_pos,873.75,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",41.58343,-124.129603,1,2019,4,10,23,90
Koelpin and Sons,misc_net,734.75,June Lake,CA,37.7773,-119.0825,633,Health service manager,38.64621,-118.323755,1,2019,4,16,22,92
Bashirian Group,shopping_net,888.44,June Lake,CA,37.7773,-119.0825,633,Health service manager,37.392469,-119.493782,1,2019,4,16,22,92
